,Year,Month,Day,Val1,Val2,Phase,Val3,Something
1728,1979,2,23,0.87016398,-0.11892,4,0.87825203,Final_value:__OLR_&_NCEP_winds
1729,1979,2,24,1.06846,-0.22383000000000003,4,1.09165,Final_value:__OLR_&_NCEP_winds
1730,1979,2,25,0.95532203,-0.11560999999999999,4,0.96229202,Final_value:__OLR_&_NCEP_winds
1731,1979,2,26,0.95293403,-0.38637999,4,1.02829,Final_value:__OLR_&_NCEP_winds
1732,1979,2,27,1.14818,-0.58402002,4,1.28817,Final_value:__OLR_&_NCEP_winds
1733,1979,2,28,0.89148498,-0.65551001,4,1.1065399999999999,Final_value:__OLR_&_NCEP_winds
2009,1979,12,1,0.89146,-0.11896,4,0.89936298,Final_value:__OLR_&_NCEP_winds
2010,1979,12,2,1.02667,-0.13950001,4,1.03611,Final_value:__OLR_&_NCEP_winds
2011,1979,12,3,0.87936902,0.0478,5,0.88066602,Final_value:__OLR_&_NCEP_winds
2012,1979,12,4,1.02579,0.48207599,5,1.13342,Final_value:__OLR_&_NCEP_winds
2013,1979,12,5,0.83883703,0.70175999,5,1.0936700000000001,Final_value:__OLR_&_NCEP_winds
2014,1979,12,6,0.58718902,0.730353,6,0.93712699,Final_value:__OLR_&_NCEP_winds
2015,1979,12,7,0.48602799,0.73601699,6,0.88201201,Final_value:__OLR_&_NCEP_winds
2016,1979,12,8,0.580019,1.09103,6,1.2356200000000002,Final_value:__OLR_&_NCEP_winds
2017,1979,12,9,0.66448998,1.13598,6,1.3160501,Final_value:__OLR_&_NCEP_winds
2018,1979,12,10,0.56651402,1.20665,6,1.33302,Final_value:__OLR_&_NCEP_winds
2019,1979,12,11,0.367291,1.40354,6,1.4507999,Final_value:__OLR_&_NCEP_winds
2020,1979,12,12,0.000213,1.5039901000000002,6,1.5039901000000002,Final_value:__OLR_&_NCEP_winds
2021,1979,12,13,-0.26515999,1.4172699,7,1.4418600000000001,Final_value:__OLR_&_NCEP_winds
2022,1979,12,14,-0.46810001,1.11727,7,1.21137,Final_value:__OLR_&_NCEP_winds
2023,1979,12,15,-0.65074003,0.77144003,7,1.00925,Final_value:__OLR_&_NCEP_winds
2024,1979,12,16,-0.91079998,0.529239,8,1.0534,Final_value:__OLR_&_NCEP_winds
2025,1979,12,17,-0.99772,0.352898,8,1.05829,Final_value:__OLR_&_NCEP_winds
2026,1979,12,18,-0.93208998,0.21581399,8,0.95674503,Final_value:__OLR_&_NCEP_winds
2027,1979,12,19,-0.74065,-0.0215,1,0.74096602,Final_value:__OLR_&_NCEP_winds
2028,1979,12,20,-0.42484999,-0.33074000000000003,1,0.53841299,Final_value:__OLR_&_NCEP_winds
2029,1979,12,21,-0.0756,-0.76646,2,0.77018303,Final_value:__OLR_&_NCEP_winds
2030,1979,12,22,-0.0948,-0.91828001,2,0.92315698,Final_value:__OLR_&_NCEP_winds
2031,1979,12,23,0.0846,-0.61434001,3,0.62013501,Final_value:__OLR_&_NCEP_winds
2032,1979,12,24,0.51309198,-0.30050001,4,0.59461403,Final_value:__OLR_&_NCEP_winds
2033,1979,12,25,0.74129498,-0.5213300000000001,4,0.90625799,Final_value:__OLR_&_NCEP_winds
2034,1979,12,26,0.84401703,-1.0125600000000001,3,1.3182,Final_value:__OLR_&_NCEP_winds
2035,1979,12,27,0.62790602,-1.16114,3,1.3200399999999999,Final_value:__OLR_&_NCEP_winds
2036,1979,12,28,0.72176403,-1.1876,3,1.38972,Final_value:__OLR_&_NCEP_winds
2037,1979,12,29,0.97837198,-0.79900998,4,1.26318,Final_value:__OLR_&_NCEP_winds
2038,1979,12,30,1.05768,-0.61475003,4,1.2233599,Final_value:__OLR_&_NCEP_winds
2039,1979,12,31,0.84337997,-0.31036001,4,0.89867401,Final_value:__OLR_&_NCEP_winds
2040,1980,1,1,0.81158602,-0.0665,4,0.81430298,Final_value:__OLR_&_NCEP_winds
2041,1980,1,2,0.70508802,-0.0297,4,0.70571202,Final_value:__OLR_&_NCEP_winds
2042,1980,1,3,0.66273302,0.0372,5,0.66377598,Final_value:__OLR_&_NCEP_winds
2043,1980,1,4,0.61483997,0.21363001,5,0.65089601,Final_value:__OLR_&_NCEP_winds
2044,1980,1,5,0.70287699,0.49076899999999996,5,0.85725701,Final_value:__OLR_&_NCEP_winds
2045,1980,1,6,0.75870401,0.60417497,5,0.96987599,Final_value:__OLR_&_NCEP_winds
2046,1980,1,7,0.67490202,0.37900099,5,0.774037,Final_value:__OLR_&_NCEP_winds
2047,1980,1,8,0.764337,0.197338,5,0.78939998,Final_value:__OLR_&_NCEP_winds
2048,1980,1,9,0.79588002,0.20905100000000001,5,0.8228780000000001,Final_value:__OLR_&_NCEP_winds
2049,1980,1,10,0.93735802,0.25680801,5,0.971901,Final_value:__OLR_&_NCEP_winds
2050,1980,1,11,0.91751301,0.25690401,5,0.95280099,Final_value:__OLR_&_NCEP_winds
2051,1980,1,12,0.62212801,0.0602,5,0.62503201,Final_value:__OLR_&_NCEP_winds
2052,1980,1,13,0.46970299,-0.16064,4,0.49641299,Final_value:__OLR_&_NCEP_winds
2053,1980,1,14,0.33245999,-0.2086,4,0.39248601,Final_value:__OLR_&_NCEP_winds
2054,1980,1,15,0.0169,-0.44205999,3,0.44238099,Final_value:__OLR_&_NCEP_winds
2055,1980,1,16,-0.21734001,-0.95670003,2,0.98107499,Final_value:__OLR_&_NCEP_winds
2056,1980,1,17,-0.17184000000000002,-1.20886,2,1.22102,Final_value:__OLR_&_NCEP_winds
2057,1980,1,18,-0.0866,-1.0741399999999999,2,1.0776299999999999,Final_value:__OLR_&_NCEP_winds
2058,1980,1,19,0.0964,-0.61123002,3,0.61878598,Final_value:__OLR_&_NCEP_winds
2059,1980,1,20,0.50621098,-0.35878000000000004,4,0.620462,Final_value:__OLR_&_NCEP_winds
2060,1980,1,21,0.53283799,-0.21610001,4,0.57499099,Final_value:__OLR_&_NCEP_winds
2061,1980,1,22,0.47165,-0.33113000000000004,4,0.57628101,Final_value:__OLR_&_NCEP_winds
2062,1980,1,23,0.68461001,-0.54715002,4,0.87639397,Final_value:__OLR_&_NCEP_winds
2063,1980,1,24,0.84736502,-0.60159999,4,1.03921,Final_value:__OLR_&_NCEP_winds
2064,1980,1,25,0.81304801,-0.30063999,4,0.86685097,Final_value:__OLR_&_NCEP_winds
2065,1980,1,26,0.66526198,-0.0844,4,0.67059702,Final_value:__OLR_&_NCEP_winds
2066,1980,1,27,0.62538201,0.14944901,5,0.64299101,Final_value:__OLR_&_NCEP_winds
2067,1980,1,28,0.82194197,0.023,5,0.822263,Final_value:__OLR_&_NCEP_winds
2068,1980,1,29,0.96720999,-0.0567,4,0.96887201,Final_value:__OLR_&_NCEP_winds
2069,1980,1,30,0.87656897,0.1141,5,0.883964,Final_value:__OLR_&_NCEP_winds
2070,1980,1,31,0.51901698,0.70504099,6,0.87547702,Final_value:__OLR_&_NCEP_winds
2071,1980,2,1,0.23304499999999997,0.901784,6,0.931409,Final_value:__OLR_&_NCEP_winds
2072,1980,2,2,-0.24327999,0.76915997,7,0.80671799,Final_value:__OLR_&_NCEP_winds
2073,1980,2,3,-0.39820999,0.81482899,7,0.9069280000000001,Final_value:__OLR_&_NCEP_winds
2074,1980,2,4,-0.14779,1.11489,7,1.1246399999999999,Final_value:__OLR_&_NCEP_winds
2075,1980,2,5,0.0197,1.05255,6,1.05273,Final_value:__OLR_&_NCEP_winds
2076,1980,2,6,-0.0809,0.84811097,7,0.8519639999999999,Final_value:__OLR_&_NCEP_winds
2077,1980,2,7,-0.32124001,0.74163401,7,0.80821902,Final_value:__OLR_&_NCEP_winds
2078,1980,2,8,-0.49851999,0.82187098,7,0.96124399,Final_value:__OLR_&_NCEP_winds
2079,1980,2,9,-0.51025999,0.70109302,7,0.86711699,Final_value:__OLR_&_NCEP_winds
2080,1980,2,10,-0.52833003,0.83353198,7,0.98686898,Final_value:__OLR_&_NCEP_winds
2081,1980,2,11,-0.72166997,0.77766103,7,1.06093,Final_value:__OLR_&_NCEP_winds
2082,1980,2,12,-0.52811998,1.05293,7,1.1779600000000001,Final_value:__OLR_&_NCEP_winds
2083,1980,2,13,-0.44819,0.993433,7,1.08986,Final_value:__OLR_&_NCEP_winds
2084,1980,2,14,-0.32365,0.78509903,7,0.849195,Final_value:__OLR_&_NCEP_winds
2085,1980,2,15,-0.36265001,0.60715801,7,0.70721799,Final_value:__OLR_&_NCEP_winds
2086,1980,2,16,-0.36781001,0.43925601,7,0.57291502,Final_value:__OLR_&_NCEP_winds
2087,1980,2,17,-0.29955,0.26092499,8,0.39726001,Final_value:__OLR_&_NCEP_winds
2088,1980,2,18,-0.12333,0.33980399,7,0.36149201,Final_value:__OLR_&_NCEP_winds
2089,1980,2,19,0.0895,0.0824,5,0.121695,Final_value:__OLR_&_NCEP_winds
2090,1980,2,20,0.0716,0.0691,5,0.0995,Final_value:__OLR_&_NCEP_winds
2091,1980,2,21,0.281596,0.24561401,5,0.37366101,Final_value:__OLR_&_NCEP_winds
2092,1980,2,22,0.44250599,0.446033,6,0.62829697,Final_value:__OLR_&_NCEP_winds
2093,1980,2,23,0.41584301,0.58643901,6,0.71891302,Final_value:__OLR_&_NCEP_winds
2094,1980,2,24,0.30460799,0.26958501,5,0.40676999,Final_value:__OLR_&_NCEP_winds
2095,1980,2,25,0.0915,-0.17942999,3,0.20140199,Final_value:__OLR_&_NCEP_winds
2096,1980,2,26,0.0559,-0.25916001,3,0.26513299,Final_value:__OLR_&_NCEP_winds
2097,1980,2,27,0.31326801,-0.29811001,4,0.43244201,Final_value:__OLR_&_NCEP_winds
2098,1980,2,28,0.480836,-0.65562999,3,0.81305301,Final_value:__OLR_&_NCEP_winds
2099,1980,2,29,0.172521,-0.62696999,3,0.65026897,Final_value:__OLR_&_NCEP_winds
2375,1980,12,1,0.036,-0.40968999,3,0.41126599999999996,Final_value:__OLR_&_NCEP_winds
2376,1980,12,2,-0.0319,-0.52068001,2,0.52165401,Final_value:__OLR_&_NCEP_winds
2377,1980,12,3,0.166464,-0.44929999,3,0.47914799999999996,Final_value:__OLR_&_NCEP_winds
2378,1980,12,4,0.29083601,-0.33706999,3,0.445196,Final_value:__OLR_&_NCEP_winds
2379,1980,12,5,0.27260801,-0.22494,4,0.35343301,Final_value:__OLR_&_NCEP_winds
2380,1980,12,6,0.34308299,-0.18691,4,0.39069301,Final_value:__OLR_&_NCEP_winds
2381,1980,12,7,0.42058301,-0.0108,4,0.42072201,Final_value:__OLR_&_NCEP_winds
2382,1980,12,8,0.46231899,-0.017,4,0.462632,Final_value:__OLR_&_NCEP_winds
2383,1980,12,9,0.26081601,-0.19988,4,0.32859701,Final_value:__OLR_&_NCEP_winds
2384,1980,12,10,0.12878399999999998,-0.36449000000000004,3,0.38656801,Final_value:__OLR_&_NCEP_winds
2385,1980,12,11,0.0293,-0.42478999,3,0.42580101,Final_value:__OLR_&_NCEP_winds
2386,1980,12,12,-0.0804,-0.41993001,2,0.42755899,Final_value:__OLR_&_NCEP_winds
2387,1980,12,13,-0.0193,-0.18520001,2,0.186197,Final_value:__OLR_&_NCEP_winds
2388,1980,12,14,-0.14703,-0.16542999,2,0.221325,Final_value:__OLR_&_NCEP_winds
2389,1980,12,15,-0.13422,0.0342,8,0.138494,Final_value:__OLR_&_NCEP_winds
2390,1980,12,16,-0.0749,0.12905601,7,0.14919899,Final_value:__OLR_&_NCEP_winds
2391,1980,12,17,0.091,0.39924601,6,0.409484,Final_value:__OLR_&_NCEP_winds
2392,1980,12,18,0.41125399,0.26010099,5,0.48660299,Final_value:__OLR_&_NCEP_winds
2393,1980,12,19,0.36161399,0.236553,5,0.43211299,Final_value:__OLR_&_NCEP_winds
2394,1980,12,20,0.202455,0.31790799,6,0.37689999,Final_value:__OLR_&_NCEP_winds
2395,1980,12,21,0.292142,0.42427599,6,0.51512903,Final_value:__OLR_&_NCEP_winds
2396,1980,12,22,0.31171301,0.452833,6,0.5497479999999999,Final_value:__OLR_&_NCEP_winds
2397,1980,12,23,-0.10087,0.49854499,7,0.50864702,Final_value:__OLR_&_NCEP_winds
2398,1980,12,24,-0.35888001,0.41095799,7,0.54560298,Final_value:__OLR_&_NCEP_winds
2399,1980,12,25,-0.38262999,0.26236001,8,0.46393901,Final_value:__OLR_&_NCEP_winds
2400,1980,12,26,-0.41214001,0.0701,8,0.41806301,Final_value:__OLR_&_NCEP_winds
2401,1980,12,27,-0.14127,-0.0818,1,0.163249,Final_value:__OLR_&_NCEP_winds
2402,1980,12,28,-0.28571001,-0.33884001,2,0.44321701,Final_value:__OLR_&_NCEP_winds
2403,1980,12,29,-0.53425997,-0.71938998,2,0.89607799,Final_value:__OLR_&_NCEP_winds
2404,1980,12,30,-0.67434001,-0.79067999,2,1.0391901,Final_value:__OLR_&_NCEP_winds
2405,1980,12,31,-0.68255001,-0.76046002,2,1.02185,Final_value:__OLR_&_NCEP_winds
2406,1981,1,1,-0.34276,-0.73729002,2,0.81307203,Final_value:__OLR_&_NCEP_winds
2407,1981,1,2,-0.0674,-0.85088998,2,0.85355502,Final_value:__OLR_&_NCEP_winds
2408,1981,1,3,0.229987,-0.41260001,3,0.47237301,Final_value:__OLR_&_NCEP_winds
2409,1981,1,4,0.243862,0.0198,5,0.24466801,Final_value:__OLR_&_NCEP_winds
2410,1981,1,5,0.43657401,0.41648901,5,0.603374,Final_value:__OLR_&_NCEP_winds
2411,1981,1,6,0.43867299,0.257388,5,0.50860798,Final_value:__OLR_&_NCEP_winds
2412,1981,1,7,0.0334,0.30693400000000004,6,0.30874699,Final_value:__OLR_&_NCEP_winds
2413,1981,1,8,-0.10953,0.21976601,7,0.245547,Final_value:__OLR_&_NCEP_winds
2414,1981,1,9,-0.0079,0.458453,7,0.45852101,Final_value:__OLR_&_NCEP_winds
2415,1981,1,10,0.0378,0.27662799,6,0.27919799,Final_value:__OLR_&_NCEP_winds
2416,1981,1,11,-0.0282,0.30305299,7,0.30435999999999996,Final_value:__OLR_&_NCEP_winds
2417,1981,1,12,-0.0741,0.67077303,7,0.67485499,Final_value:__OLR_&_NCEP_winds
2418,1981,1,13,-0.0028699999999999997,0.8804219999999999,7,0.8804270000000001,Final_value:__OLR_&_NCEP_winds
2419,1981,1,14,0.0749,1.04475,6,1.0474299999999999,Final_value:__OLR_&_NCEP_winds
2420,1981,1,15,0.0124,1.27599,6,1.27605,Final_value:__OLR_&_NCEP_winds
2421,1981,1,16,-0.25483,1.51033,7,1.53168,Final_value:__OLR_&_NCEP_winds
2422,1981,1,17,-0.39021,1.67662,7,1.7214299,Final_value:__OLR_&_NCEP_winds
2423,1981,1,18,-0.45375001,1.7329201,7,1.7913400000000002,Final_value:__OLR_&_NCEP_winds
2424,1981,1,19,-0.57870001,1.59281,7,1.69468,Final_value:__OLR_&_NCEP_winds
2425,1981,1,20,-0.94817001,1.4224,7,1.7094599999999998,Final_value:__OLR_&_NCEP_winds
2426,1981,1,21,-1.14395,1.18832,7,1.64946,Final_value:__OLR_&_NCEP_winds
2427,1981,1,22,-0.89710999,0.67139101,8,1.1205200000000002,Final_value:__OLR_&_NCEP_winds
2428,1981,1,23,-0.75964999,0.16568901,8,0.77750897,Final_value:__OLR_&_NCEP_winds
2429,1981,1,24,-0.71472001,-0.0608,1,0.71730399,Final_value:__OLR_&_NCEP_winds
2430,1981,1,25,-0.74601001,-0.0614,1,0.748537,Final_value:__OLR_&_NCEP_winds
2431,1981,1,26,-0.43887001,0.37137401,8,0.574911,Final_value:__OLR_&_NCEP_winds
2432,1981,1,27,-0.34246999,0.48101499999999997,7,0.59047598,Final_value:__OLR_&_NCEP_winds
2433,1981,1,28,-0.081,0.51706898,7,0.52337497,Final_value:__OLR_&_NCEP_winds
2434,1981,1,29,0.173778,0.59368497,6,0.61859602,Final_value:__OLR_&_NCEP_winds
2435,1981,1,30,0.37380901,0.53136098,6,0.64967501,Final_value:__OLR_&_NCEP_winds
2436,1981,1,31,0.09,0.30783099,6,0.320723,Final_value:__OLR_&_NCEP_winds
2437,1981,2,1,0.0558,0.83349699,6,0.83535898,Final_value:__OLR_&_NCEP_winds
2438,1981,2,2,0.13126600000000002,1.3787,6,1.38494,Final_value:__OLR_&_NCEP_winds
2439,1981,2,3,0.009890000000000001,1.47905,6,1.47909,Final_value:__OLR_&_NCEP_winds
2440,1981,2,4,-0.17644,1.4599600000000001,7,1.47058,Final_value:__OLR_&_NCEP_winds
2441,1981,2,5,-0.56206,1.46784,7,1.5717700000000001,Final_value:__OLR_&_NCEP_winds
2442,1981,2,6,-0.5123800000000001,1.3479,7,1.442,Final_value:__OLR_&_NCEP_winds
2443,1981,2,7,-0.70773,0.97654599,7,1.20603,Final_value:__OLR_&_NCEP_winds
2444,1981,2,8,-0.49538999999999994,1.01999,7,1.1339299999999999,Final_value:__OLR_&_NCEP_winds
2445,1981,2,9,-0.45601001,1.1370200000000001,7,1.22505,Final_value:__OLR_&_NCEP_winds
2446,1981,2,10,-0.17084000000000002,1.12334,7,1.13626,Final_value:__OLR_&_NCEP_winds
2447,1981,2,11,0.0413,1.25138,6,1.2520601,Final_value:__OLR_&_NCEP_winds
2448,1981,2,12,0.211022,1.4087501,6,1.4244601000000001,Final_value:__OLR_&_NCEP_winds
2449,1981,2,13,0.26495999,1.46336,6,1.48715,Final_value:__OLR_&_NCEP_winds
2450,1981,2,14,0.43025401,1.5118999,6,1.5719301,Final_value:__OLR_&_NCEP_winds
2451,1981,2,15,0.22369499999999998,1.4667701000000002,6,1.48373,Final_value:__OLR_&_NCEP_winds
2452,1981,2,16,-0.10599000000000001,1.46489,7,1.46872,Final_value:__OLR_&_NCEP_winds
2453,1981,2,17,-0.40145999,1.5784200000000002,7,1.62867,Final_value:__OLR_&_NCEP_winds
2454,1981,2,18,-0.81614,1.5091,7,1.71566,Final_value:__OLR_&_NCEP_winds
2455,1981,2,19,-1.1894,1.52773,7,1.9361398999999997,Final_value:__OLR_&_NCEP_winds
2456,1981,2,20,-1.12666,1.70502,7,2.0436398999999996,Final_value:__OLR_&_NCEP_winds
2457,1981,2,21,-0.95669001,1.7488199,7,1.9934,Final_value:__OLR_&_NCEP_winds
2458,1981,2,22,-0.65934998,1.7493599999999998,7,1.86949,Final_value:__OLR_&_NCEP_winds
2459,1981,2,23,-0.47670001,1.80286,7,1.8648200000000001,Final_value:__OLR_&_NCEP_winds
2460,1981,2,24,-0.16898,1.7565398999999997,7,1.76465,Final_value:__OLR_&_NCEP_winds
2461,1981,2,25,0.053,1.7886099999999998,6,1.7894,Final_value:__OLR_&_NCEP_winds
2462,1981,2,26,0.241565,1.9093,6,1.92452,Final_value:__OLR_&_NCEP_winds
2463,1981,2,27,-0.0246,1.8650799999999998,7,1.8652400000000002,Final_value:__OLR_&_NCEP_winds
2464,1981,2,28,-0.39651,1.7142,7,1.7594599999999998,Final_value:__OLR_&_NCEP_winds
2740,1981,12,1,0.72286701,0.20173299,5,0.7504890000000001,Final_value:__OLR_&_NCEP_winds
2741,1981,12,2,0.68885303,-0.0829,4,0.69382298,Final_value:__OLR_&_NCEP_winds
2742,1981,12,3,0.70119298,-0.31351,4,0.76808703,Final_value:__OLR_&_NCEP_winds
2743,1981,12,4,0.948349,-0.1236,4,0.95636898,Final_value:__OLR_&_NCEP_winds
2744,1981,12,5,1.34951,0.00405,5,1.34951,Final_value:__OLR_&_NCEP_winds
2745,1981,12,6,1.57533,0.0912,5,1.57797,Final_value:__OLR_&_NCEP_winds
2746,1981,12,7,1.79807,0.33524099,5,1.8290499,Final_value:__OLR_&_NCEP_winds
2747,1981,12,8,1.94928,0.65052903,5,2.05496,Final_value:__OLR_&_NCEP_winds
2748,1981,12,9,1.6517,1.02614,5,1.9445,Final_value:__OLR_&_NCEP_winds
2749,1981,12,10,1.35322,1.4273799999999999,6,1.96688,Final_value:__OLR_&_NCEP_winds
2750,1981,12,11,1.07005,1.70078,6,2.0093901,Final_value:__OLR_&_NCEP_winds
2751,1981,12,12,0.51694697,1.6452398999999998,6,1.7245400000000002,Final_value:__OLR_&_NCEP_winds
2752,1981,12,13,0.40304601,1.85402,6,1.89733,Final_value:__OLR_&_NCEP_winds
2753,1981,12,14,0.153185,1.6925599999999998,6,1.6994801,Final_value:__OLR_&_NCEP_winds
2754,1981,12,15,-0.0454,1.5823399999999999,7,1.5829901000000002,Final_value:__OLR_&_NCEP_winds
2755,1981,12,16,-0.14192000000000002,1.35755,7,1.3649499,Final_value:__OLR_&_NCEP_winds
2756,1981,12,17,-0.15790001,1.2609700000000001,7,1.27081,Final_value:__OLR_&_NCEP_winds
2757,1981,12,18,-0.31836,1.1528399999999999,7,1.1959899999999999,Final_value:__OLR_&_NCEP_winds
2758,1981,12,19,-0.28281,0.84962302,7,0.89545703,Final_value:__OLR_&_NCEP_winds
2759,1981,12,20,-0.28799,0.78828299,7,0.83924502,Final_value:__OLR_&_NCEP_winds
2760,1981,12,21,-0.37360999,0.93188202,7,1.0039901,Final_value:__OLR_&_NCEP_winds
2761,1981,12,22,-0.51697999,0.92042297,7,1.05568,Final_value:__OLR_&_NCEP_winds
2762,1981,12,23,-0.7260800000000001,0.96316499,7,1.20618,Final_value:__OLR_&_NCEP_winds
2763,1981,12,24,-0.55430001,0.99841303,7,1.14196,Final_value:__OLR_&_NCEP_winds
2764,1981,12,25,-0.55048001,0.97173601,7,1.11683,Final_value:__OLR_&_NCEP_winds
2765,1981,12,26,-0.86917001,0.80975503,8,1.18792,Final_value:__OLR_&_NCEP_winds
2766,1981,12,27,-1.16005,0.672333,8,1.3408,Final_value:__OLR_&_NCEP_winds
2767,1981,12,28,-1.31113,0.380741,8,1.36529,Final_value:__OLR_&_NCEP_winds
2768,1981,12,29,-1.4433200000000002,-0.0565,1,1.4444299999999999,Final_value:__OLR_&_NCEP_winds
2769,1981,12,30,-1.5871,-0.13191,1,1.5925799999999999,Final_value:__OLR_&_NCEP_winds
2770,1981,12,31,-1.6333898999999998,-0.22994,1,1.6495,Final_value:__OLR_&_NCEP_winds
2771,1982,1,1,-1.81142,-0.45748001,1,1.8682898999999997,Final_value:__OLR_&_NCEP_winds
2772,1982,1,2,-1.8379599999999998,-0.76541001,1,1.9909599999999998,Final_value:__OLR_&_NCEP_winds
2773,1982,1,3,-1.5732,-1.18296,1,1.9683400000000002,Final_value:__OLR_&_NCEP_winds
